011002,北海道,札幌市
012025,北海道,函館市
012033,北海道,小樽市
012041,北海道,旭川市
012050,北海道,室蘭市
012068,北海道,釧路市
012076,北海道,帯広市
012084,北海道,北見市
012092,北海道,夕張市
012106,北海道,岩見沢市
012114,北海道,網走市
012122,北海道,留萌市
012131,北海道,苫小牧市
012149,北海道,稚内市
012157,北海道,美唄市
012165,北海道,芦別市
012173,北海道,江別市
012181,北海道,赤平市
012190,北海道,紋別市
012203,北海道,士別市
012211,北海道,名寄市
012220,北海道,三笠市
012238,北海道,根室市
012246,北海道,千歳市
012254,北海道,滝川市
012262,北海道,砂川市
012271,北海道,歌志内市
012289,北海道,深川市
012297,北海道,富良野市
012301,北海道,登別市
012319,北海道,恵庭市
012335,北海道,伊達市
012343,北海道,北広島市
012351,北海道,石狩市
012360,北海道,北斗市
013030,北海道,当別町
013048,北海道,新篠津村
013315,北海道,松前町
013323,北海道,福島町
013331,北海道,知内町
013340,北海道,木古内町
013374,北海道,七飯町
013439,北海道,鹿部町
013455,北海道,森町
013463,北海道,八雲町
013471,北海道,長万部町
013617,北海道,江差町
013625,北海道,上ノ国町
013633,北海道,厚沢部町
013641,北海道,乙部町
013676,北海道,奥尻町
013706,北海道,今金町
013714,北海道,せたな町
013919,北海道,島牧村
013927,北海道,寿都町
013935,北海道,黒松内町
013943,北海道,蘭越町
013951,北海道,ニセコ町
013960,北海道,真狩村
013978,北海道,留寿都村
013986,北海道,喜茂別町
013994,北海道,京極町
014001,北海道,倶知安町
014010,北海道,共和町
014028,北海道,岩内町
014036,北海道,泊村
014044,北海道,神恵内村
014052,北海道,積丹町
014061,北海道,古平町
014079,北海道,仁木町
014087,北海道,余市町
014095,北海道,赤井川村
014231,北海道,南幌町
014249,北海道,奈井江町
014257,北海道,上砂川町
014273,北海道,由仁町
014281,北海道,長沼町
014290,北海道,栗山町
014303,北海道,月形町
014311,北海道,浦臼町
014320,北海道,新十津川町
014338,北海道,妹背牛町
014346,北海道,秩父別町
014362,北海道,雨竜町
014371,北海道,北竜町
014389,北海道,沼田町
014524,北海道,鷹栖町
014532,北海道,東神楽町
014541,北海道,当麻町
014559,北海道,比布町
014567,北海道,愛別町
014575,北海道,上川町
014583,北海道,東川町
014591,北海道,美瑛町
014605,北海道,上富良野町
014613,北海道,中富良野町
014621,北海道,南富良野町
014630,北海道,占冠村
014648,北海道,和寒町
014656,北海道,剣淵町
014681,北海道,下川町
014699,北海道,美深町
014702,北海道,音威子府村
014711,北海道,中川町
014729,北海道,幌加内町
014818,北海道,増毛町
014826,北海道,小平町
014834,北海道,苫前町
014842,北海道,羽幌町
014851,北海道,初山別村
014869,北海道,遠別町
014877,北海道,天塩町
015113,北海道,猿払村
015121,北海道,浜頓別町
015130,北海道,中頓別町
015148,北海道,枝幸町
015164,北海道,豊富町
015172,北海道,礼文町
015181,北海道,利尻町
015199,北海道,利尻富士町
015202,北海道,幌延町
015431,北海道,美幌町
015440,北海道,津別町
015458,北海道,斜里町
015466,北海道,清里町
015474,北海道,小清水町
015491,北海道,訓子府町
015504,北海道,置戸町
015521,北海道,佐呂間町
015555,北海道,遠軽町
015598,北海道,湧別町
015601,北海道,滝上町
015610,北海道,興部町
015628,北海道,西興部村
015636,北海道,雄武町
015644,北海道,大空町
015717,北海道,豊浦町
015750,北海道,壮瞥町
015784,北海道,白老町
015814,北海道,厚真町
015849,北海道,洞爺湖町
015857,北海道,安平町
015865,北海道,むかわ町
016012,北海道,日高町
016021,北海道,平取町
016047,北海道,新冠町
016071,北海道,浦河町
016080,北海道,様似町
016098,北海道,えりも町
016101,北海道,新ひだか町
016314,北海道,音更町
016322,北海道,士幌町
016331,北海道,上士幌町
016349,北海道,鹿追町
016357,北海道,新得町
016365,北海道,清水町
016373,北海道,芽室町
016381,北海道,中札内村
016390,北海道,更別村
016411,北海道,大樹町
016420,北海道,広尾町
016438,北海道,幕別町
016446,北海道,池田町
016454,北海道,豊頃町
016462,北海道,本別町
016471,北海道,足寄町
016489,北海道,陸別町
016497,北海道,浦幌町
016616,北海道,釧路町
016624,北海道,厚岸町
016632,北海道,浜中町
016641,北海道,標茶町
016659,北海道,弟子屈町
016675,北海道,鶴居村
016683,北海道,白糠町
016918,北海道,別海町
016926,北海道,中標津町
016934,北海道,標津町
016942,北海道,羅臼町
022012,青森県,青森市
022021,青森県,弘前市
022039,青森県,八戸市
022047,青森県,黒石市
022055,青森県,五所川原市
022063,青森県,十和田市
022071,青森県,三沢市
022080,青森県,むつ市
022098,青森県,つがる市
022101,青森県,平川市
023019,青森県,平内町
023035,青森県,今別町
023043,青森県,蓬田村
023078,青森県,外ヶ浜町
023213,青森県,鰺ヶ沢町
023230,青森県,深浦町
023434,青森県,西目屋村
023612,青森県,藤崎町
023621,青森県,大鰐町
023671,青森県,田舎館村
023817,青森県,板柳町
023841,青森県,鶴田町
023876,青森県,中泊町
024015,青森県,野辺地町
024023,青森県,七戸町
024058,青森県,六戸町
024066,青森県,横浜町
024082,青森県,東北町
024112,青森県,六ヶ所村
024121,青森県,おいらせ町
024236,青森県,大間町
024244,青森県,東通村
024252,青森県,風間浦村
024261,青森県,佐井村
024414,青森県,三戸町
024422,青森県,五戸町
024431,青森県,田子町
024457,青森県,南部町
024465,青森県,階上町
024503,青森県,新郷村
032018,岩手県,盛岡市
032026,岩手県,宮古市
032034,岩手県,大船渡市
032051,岩手県,花巻市
032069,岩手県,北上市
032077,岩手県,久慈市
032085,岩手県,遠野市
032093,岩手県,一関市
032107,岩手県,陸前高田市
032115,岩手県,釜石市
032131,岩手県,二戸市
032140,岩手県,八幡平市
032158,岩手県,奥州市
032166,岩手県,滝沢市
033014,岩手県,雫石町
033022,岩手県,葛巻町
033031,岩手県,岩手町
033219,岩手県,紫波町
033227,岩手県,矢巾町
033669,岩手県,西和賀町
033812,岩手県,金ケ崎町
034029,岩手県,平泉町
034410,岩手県,住田町
034614,岩手県,大槌町
034827,岩手県,山田町
034835,岩手県,岩泉町
034843,岩手県,田野畑村
034851,岩手県,普代村
035017,岩手県,軽米町
035033,岩手県,野田村
035068,岩手県,九戸村
035076,岩手県,洋野町
035246,岩手県,一戸町
041009,宮城県,仙台市
042021,宮城県,石巻市
042030,宮城県,塩竈市
042056,宮城県,気仙沼市
042064,宮城県,白石市
042072,宮城県,名取市
042081,宮城県,角田市
042099,宮城県,多賀城市
042111,宮城県,岩沼市
042129,宮城県,登米市
042137,宮城県,栗原市
042145,宮城県,東松島市
042153,宮城県,大崎市
042161,宮城県,富谷市
043010,宮城県,蔵王町
043028,宮城県,七ヶ宿町
043214,宮城県,大河原町
043222,宮城県,村田町
043231,宮城県,柴田町
043249,宮城県,川崎町
043419,宮城県,丸森町
043613,宮城県,亘理町
043621,宮城県,山元町
044016,宮城県,松島町
044041,宮城県,七ヶ浜町
044067,宮城県,利府町
044211,宮城県,大和町
044229,宮城県,大郷町
044245,宮城県,大衡村
044440,宮城県,色麻町
044458,宮城県,加美町
045012,宮城県,涌谷町
045055,宮城県,美里町
045811,宮城県,女川町
046060,宮城県,南三陸町
052019,秋田県,秋田市
